url_length,hostname_length,path_length,query_length,num_dots,num_hyphens,num_underscores,num_slashes,num_questionmarks,num_equals,num_at,num_ampersand,num_percent,num_digits,domain_length,subdomain_length,tld_length,subdomain_count,path_depth,num_params,has_ip,has_port,is_https,entropy,suspicious_word_count,brand_in_subdomain,brand_in_path,suspicious_tld,is_shortened,special_char_ratio,label
23,15,0,0,2,0,0,2,0,0,0,0,0,0,7,3,3,1,0,0,0,0,1,3.7622673906514947,0,0,0,0,0,0.21739130434782608,0
27,18,1,0,2,0,0,3,0,0,0,0,0,1,7,6,3,1,0,0,0,0,1,4.032303242743953,0,0,0,0,0,0.2222222222222222,1
28,20,0,0,2,0,0,2,0,0,0,0,0,0,5,10,3,1,0,0,0,0,1,3.807354922057604,0,0,0,0,0,0.17857142857142858,0
84,15,61,0,2,0,1,6,0,0,0,0,0,8,6,4,3,1,4,0,0,0,1,5.152567833642837,0,0,0,0,0,0.11904761904761904,1
41,10,23,0,1,2,0,6,0,0,0,0,0,3,6,0,3,0,3,0,0,0,1,4.082804138606123,0,0,0,0,0,0.24390243902439024,1
23,8,7,0,2,0,0,3,0,0,0,0,0,1,3,1,2,1,1,0,0,0,1,4.0559581516151235,0,0,0,0,0,0.2608695652173913,1
21,6,7,0,1,1,0,3,0,0,0,0,0,1,3,0,2,0,1,0,0,0,1,3.8442328987631913,0,0,0,0,0,0.2857142857142857,1
23,8,7,0,2,0,0,3,0,0,0,0,0,0,3,1,2,1,1,0,0,0,1,4.0559581516151235,0,0,0,0,0,0.2608695652173913,1
27,12,7,0,1,0,0,3,0,0,0,0,0,1,7,0,4,0,1,0,0,0,1,3.9861879650463043,0,0,0,0,0,0.18518518518518517,1
32,23,1,0,2,0,0,3,0,0,0,0,0,0,16,3,2,1,0,0,0,0,1,3.8584585933443494,0,0,0,0,0,0.1875,1
16,8,0,0,1,0,0,2,0,0,0,0,0,0,4,0,3,0,0,0,0,0,1,3.452819531114783,0,0,0,0,0,0.25,0
21,6,7,0,1,1,0,3,0,0,0,0,0,0,3,0,2,0,1,0,0,0,1,3.939470994001286,0,0,0,0,0,0.2857142857142857,1
21,6,7,0,1,1,0,3,0,0,0,0,0,0,3,0,2,0,1,0,0,0,1,3.8442328987631913,0,0,0,0,0,0.2857142857142857,1
20,12,0,0,2,0,0,2,0,0,0,0,0,0,4,3,3,1,0,0,0,0,1,3.446439344671015,0,0,0,0,0,0.25,0
60,28,24,0,3,1,0,3,0,0,0,0,0,6,7,16,3,2,1,0,0,0,1,5.12323142879762,0,0,0,0,0,0.13333333333333333,1
23,8,7,0,2,0,0,3,0,0,0,0,0,1,3,1,2,1,1,0,0,0,1,3.9361804341297555,0,0,0,0,0,0.2608695652173913,1
38,29,1,0,2,1,0,3,0,0,0,0,0,0,4,20,3,1,0,0,0,0,1,4.155565013329718,1,0,0,0,0,0.18421052631578946,1
21,13,0,0,2,0,0,2,0,0,0,0,0,0,5,3,3,1,0,0,0,0,1,3.463280517810811,0,0,0,0,0,0.23809523809523808,0
20,12,0,0,2,0,0,2,0,0,0,0,0,0,4,3,3,1,0,0,0,0,1,3.7841837197791888,0,0,0,0,0,0.25,0
20,12,0,0,2,0,0,2,0,0,0,0,0,0,4,3,3,1,0,0,0,0,1,3.5219280948873624,0,0,0,0,0,0.25,0
46,23,15,0,2,1,0,4,0,0,0,0,0,0,19,0,3,0,2,0,0,0,1,4.015212434638444,0,0,0,0,0,0.17391304347826086,1
29,17,4,0,2,1,0,3,0,0,0,0,0,0,5,8,2,1,1,0,0,0,1,4.185230132909402,0,0,0,0,0,0.2413793103448276,1
63,43,13,0,3,1,0,3,0,0,0,0,0,15,2,36,3,1,1,0,0,0,0,4.522538010932543,0,0,0,0,0,0.12698412698412698,1
28,19,1,0,2,0,0,3,0,0,0,0,0,0,3,11,3,1,0,0,0,0,1,3.708966082694623,0,0,0,0,0,0.21428571428571427,1
43,22,13,0,2,2,0,4,0,0,0,0,0,0,5,13,2,1,1,0,0,0,1,4.00488299938201,0,0,0,0,0,0.20930232558139536,1
18,10,0,0,1,0,0,2,0,0,0,0,0,0,6,0,3,0,0,0,0,0,1,3.4613201402110083,0,0,0,0,0,0.2222222222222222,0
100,23,55,13,2,4,0,6,1,1,0,0,0,27,6,12,3,1,4,1,0,0,1,5.024143595682679,0,0,0,0,0,0.15,1
19,11,0,0,2,0,0,2,0,0,0,0,0,0,3,3,3,1,0,0,0,0,1,3.471354487013929,0,0,0,0,0,0.2631578947368421,0
24,16,0,0,2,0,0,2,0,0,0,0,0,0,6,5,3,1,0,0,0,0,1,3.886842188131012,0,0,0,0,0,0.20833333333333334,0
15,7,0,0,1,0,0,2,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,3.506890595608518,0,0,0,0,0,0.26666666666666666,0
175,15,108,43,2,2,1,7,1,3,0,2,0,20,6,4,3,1,5,3,0,0,1,5.639488770166683,0,0,0,0,0,0.12,1
25,11,6,0,2,0,0,3,0,0,0,0,0,0,7,0,3,0,1,0,0,0,1,3.973660689688185,0,0,0,0,0,0.24,1
25,17,0,0,2,0,0,2,0,0,0,0,0,0,9,3,3,1,0,0,0,0,1,3.703465189601647,0,0,0,0,0,0.2,0
22,7,7,0,1,0,0,3,0,0,0,0,0,1,4,0,2,0,1,0,0,0,1,3.970573095811684,0,0,0,0,0,0.22727272727272727,1
23,15,0,0,2,0,0,2,0,0,0,0,0,0,7,3,3,1,0,0,0,0,1,3.849223912390625,0,0,0,0,0,0.21739130434782608,0
22,14,0,0,2,0,0,2,0,0,0,0,0,0,6,3,3,1,0,0,0,0,1,3.5726236638951634,0,0,0,0,0,0.22727272727272727,0
19,11,0,0,1,0,0,2,0,0,0,0,0,0,7,0,3,0,0,0,0,0,1,3.6818808028034016,0,0,0,0,0,0.21052631578947367,0
36,27,1,0,2,0,0,3,0,0,0,0,0,0,6,16,3,1,0,0,0,0,1,4.0724312513221195,0,0,0,0,0,0.16666666666666666,1
20,12,0,0,1,0,0,2,0,0,0,0,0,0,8,0,3,0,0,0,0,0,1,3.7841837197791888,0,0,0,0,0,0.2,0
25,17,0,0,2,0,0,2,0,0,0,0,0,0,9,3,3,1,0,0,0,0,1,3.7532696895151076,0,0,0,0,0,0.2,0
62,43,11,0,3,1,0,3,0,0,0,0,0,19,2,36,3,1,1,0,0,0,1,4.685983560659604,0,0,0,0,0,0.12903225806451613,1
21,13,0,0,2,0,0,2,0,0,0,0,0,0,5,3,3,1,0,0,0,0,1,3.5351745656359026,0,0,0,0,0,0.23809523809523808,0
33,15,10,0,2,1,0,3,0,0,0,0,0,0,11,0,3,0,1,0,0,0,1,4.187889194919351,0,0,0,0,0,0.21212121212121213,1
20,12,0,0,2,0,0,2,0,0,0,0,0,0,4,3,3,1,0,0,0,0,1,3.6841837197791887,0,0,0,0,0,0.25,0
41,32,1,0,2,2,0,3,0,0,0,0,0,0,11,16,3,1,0,0,0,0,1,4.1923218214274165,0,0,0,0,0,0.1951219512195122,1
28,7,13,0,1,0,0,4,0,0,0,0,0,0,4,0,2,0,2,0,0,0,1,4.09306920777189,0,0,0,0,0,0.21428571428571427,1
32,14,10,0,2,1,0,3,0,0,0,0,0,0,11,0,2,0,1,0,0,0,1,3.757048827786958,0,0,0,0,0,0.21875,1
32,23,1,0,2,1,0,3,0,0,0,0,0,1,3,15,3,1,0,0,0,0,1,4.0511085007312415,0,0,0,0,0,0.21875,1
19,11,0,0,2,0,0,2,0,0,0,0,0,0,3,3,3,1,0,0,0,0,1,3.4316235658474303,0,0,0,0,0,0.2631578947368421,0
84,15,61,0,2,2,4,6,0,0,0,0,0,6,6,4,3,1,4,0,0,0,1,5.113935542001925,0,0,0,0,0,0.17857142857142858,1
84,15,61,0,2,0,1,6,0,0,0,0,0,5,6,4,3,1,4,0,0,0,1,5.185364113430497,0,0,0,0,0,0.11904761904761904,1
20,6,6,0,1,0,0,3,0,0,0,0,0,1,2,0,3,0,1,0,0,0,1,3.7841837197791888,0,0,0,0,0,0.25,1
26,18,0,0,2,0,0,2,0,0,0,0,0,0,10,3,3,1,0,0,0,0,1,3.8731406795131327,0,0,0,0,0,0.19230769230769232,0
22,7,7,0,1,0,0,3,0,0,0,0,0,0,4,0,2,0,1,0,0,0,1,4.152391277629865,0,0,0,0,0,0.22727272727272727,1
16,8,0,0,1,0,0,2,0,0,0,0,0,0,4,0,3,0,0,0,0,0,1,3.25,0,0,0,0,0,0.25,0
41,32,1,0,2,2,0,3,0,0,0,0,0,4,12,15,3,1,0,0,0,0,1,4.229145602020757,0,0,0,0,0,0.1951219512195122,1
17,9,0,0,1,0,0,2,0,0,0,0,0,0,5,0,3,0,0,0,0,0,1,3.734521664779752,0,0,0,0,0,0.23529411764705882,0
260,9,138,105,5,5,0,17,1,1,0,0,0,19,3,0,5,0,15,1,0,0,0,5.399144975859444,0,0,0,0,0,0.11538461538461539,1
23,15,0,0,2,0,0,2,0,0,0,0,0,0,7,3,3,1,0,0,0,0,1,3.7950885863977324,0,0,0,0,0,0.21739130434782608,0
84,15,61,0,2,1,0,6,0,0,0,0,0,8,6,4,3,1,4,0,0,0,1,5.0709636315919635,0,0,0,0,0,0.11904761904761904,1
20,5,7,0,1,0,0,3,0,0,0,0,0,0,2,0,2,0,1,0,0,0,1,3.546439344671015,0,0,0,0,0,0.25,1
14,6,0,0,1,0,0,2,0,0,0,0,0,1,2,0,3,0,0,0,0,0,1,3.521640636343319,0,0,0,0,0,0.2857142857142857,0
27,19,0,0,2,0,0,2,0,0,0,0,0,0,11,3,3,1,0,0,0,0,1,3.884155094595805,0,0,0,0,0,0.18518518518518517,0
42,7,2,24,3,0,0,6,1,1,0,0,0,0,2,1,2,1,1,1,0,0,1,4.207211767759301,0,0,0,0,0,0.30952380952380953,1
22,14,0,0,2,0,0,2,0,0,0,0,0,0,6,3,3,1,0,0,0,0,1,3.7887549139935026,0,0,0,0,0,0.22727272727272727,0
30,21,1,0,2,0,0,3,0,0,0,0,0,0,6,10,3,1,0,0,0,0,1,3.9898980954642878,0,0,0,0,0,0.2,1
19,11,0,0,1,0,0,2,0,0,0,0,0,0,7,0,3,0,0,0,0,0,1,3.616348566075164,0,0,0,0,0,0.21052631578947367,0
22,14,0,0,2,0,0,2,0,0,0,0,0,0,6,3,3,1,0,0,0,0,1,3.663532754804254,0,0,0,0,0,0.22727272727272727,0
15,7,0,0,1,0,0,2,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,3.640223928941851,0,0,0,0,0,0.26666666666666666,0
55,16,20,10,2,0,0,5,1,1,0,0,0,1,6,5,3,1,3,1,0,0,1,4.255026315305128,0,0,0,0,0,0.18181818181818182,1
16,8,0,0,1,0,0,2,0,0,0,0,0,0,4,0,3,0,0,0,0,0,1,3.625,0,0,0,0,0,0.25,0
21,13,0,0,2,0,0,2,0,0,0,0,0,0,5,3,3,1,0,0,0,0,1,3.7849418274376423,0,0,0,0,0,0.23809523809523808,0
52,16,28,0,2,1,0,5,0,0,0,0,0,0,6,5,3,1,3,0,0,0,1,4.037354989723521,0,0,0,0,0,0.17307692307692307,1
22,14,0,0,2,0,0,2,0,0,0,0,0,0,5,4,3,1,0,0,0,0,1,3.5503407095463877,0,0,0,0,0,0.22727272727272727,0
51,21,22,0,3,0,0,4,0,0,0,0,0,3,5,11,3,2,2,0,0,0,1,4.60322289073658,0,0,0,0,0,0.1568627450980392,1
24,16,0,0,2,0,0,2,0,0,0,0,0,0,8,3,3,1,0,0,0,0,1,4.053508854797679,0,0,0,0,0,0.20833333333333334,0
33,24,1,0,2,1,0,3,0,0,0,0,0,1,11,8,3,1,0,0,0,0,1,4.104407755459852,0,0,0,0,0,0.21212121212121213,1
19,11,0,0,1,0,0,2,0,0,0,0,0,0,7,0,3,0,0,0,0,0,1,3.6818808028034016,0,0,0,0,0,0.21052631578947367,0
21,13,0,0,2,0,0,2,0,0,0,0,0,0,5,3,3,1,0,0,0,0,1,3.6897037321995474,0,0,0,0,0,0.23809523809523808,0
18,10,0,0,1,0,0,2,0,0,0,0,0,0,6,0,3,0,0,0,0,0,1,3.6835423624332306,0,0,0,0,0,0.2222222222222222,0
51,21,22,0,3,0,0,4,0,0,0,0,0,1,5,11,3,2,2,0,0,0,1,4.578808920190766,0,0,0,0,0,0.1568627450980392,1
40,31,1,0,2,0,0,3,0,0,0,0,0,0,12,14,3,1,0,0,0,0,1,4.005152233310934,0,0,0,0,0,0.15,1
28,7,13,0,1,0,0,3,0,0,0,0,0,4,4,0,2,0,1,0,0,0,1,4.182005814760213,0,0,0,0,0,0.17857142857142858,1
15,7,0,0,1,0,0,2,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,3.640223928941851,0,0,0,0,0,0.26666666666666666,0
16,8,0,0,1,0,0,2,0,0,0,0,0,0,4,0,3,0,0,0,0,0,1,3.375,0,0,0,0,0,0.25,0
152,17,67,59,2,5,0,5,1,2,0,1,6,30,5,7,3,1,2,2,0,0,1,5.131335736613691,0,0,0,0,0,0.15789473684210525,1
18,10,0,0,1,0,0,2,0,0,0,0,0,0,6,0,3,0,0,0,0,0,1,3.7254805569978675,0,0,0,0,0,0.2222222222222222,0
20,12,0,0,1,0,0,2,0,0,0,0,0,0,8,0,3,0,0,0,0,0,1,3.721928094887362,0,0,0,0,0,0.2,0
40,13,20,0,2,0,0,5,0,0,0,0,0,0,9,0,3,0,3,0,0,0,0,3.8970851333950867,0,0,0,0,0,0.2,1
20,12,0,0,1,0,0,2,0,0,0,0,0,0,8,0,3,0,0,0,0,0,1,3.921928094887362,0,0,0,0,0,0.2,0
29,21,0,0,2,0,0,2,0,0,0,0,0,0,13,3,3,1,0,0,0,0,1,3.9783335811852645,0,0,0,0,0,0.1724137931034483,0
51,42,1,0,2,0,0,3,0,0,0,0,0,0,6,31,3,1,0,0,0,0,1,4.208287411323318,1,0,0,0,0,0.11764705882352941,1
19,11,0,0,1,0,0,2,0,0,0,0,0,0,7,0,3,0,0,0,0,0,1,3.787143960698138,0,0,0,0,0,0.21052631578947367,0
26,18,0,0,2,0,0,2,0,0,0,0,0,0,9,4,3,1,0,0,0,0,1,3.8441065448145375,0,0,0,0,0,0.19230769230769232,0
18,10,0,0,1,0,0,2,0,0,0,0,0,0,6,0,3,0,0,0,0,0,1,3.8365916681089787,0,0,0,0,0,0.2222222222222222,0
49,10,31,0,2,0,0,6,0,0,0,0,0,2,6,0,3,0,4,0,0,0,1,4.167896517797226,0,0,0,0,0,0.1836734693877551,1
25,17,0,0,2,0,0,2,0,0,0,0,0,0,8,4,3,1,0,0,0,0,1,3.8136606896881853,0,0,0,0,0,0.2,0
17,9,0,0,1,0,0,2,0,0,0,0,0,0,5,0,3,0,0,0,0,0,1,3.4992275471326932,0,0,0,0,0,0.23529411764705882,0
22,6,8,0,1,0,0,3,0,0,0,0,0,2,3,0,2,0,1,0,0,0,1,3.8796640049025926,0,0,0,0,0,0.22727272727272727,1
24,15,1,0,2,0,0,3,0,0,0,0,0,4,3,7,3,1,0,0,0,0,1,3.9387218755408675,0,0,0,0,0,0.25,1
14,6,0,0,1,0,0,2,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,3.2359263506290334,0,0,0,0,0,0.2857142857142857,0
45,16,21,0,2,0,0,5,0,0,0,0,0,0,6,5,3,1,3,0,0,0,1,4.127762474435138,0,0,0,0,0,0.17777777777777778,1
29,21,0,0,2,0,0,2,0,0,0,0,0,0,8,8,3,1,0,0,0,0,1,4.090234012145144,0,0,0,0,0,0.1724137931034483,0
25,17,0,0,2,0,0,2,0,0,0,0,0,0,9,3,3,1,0,0,0,0,1,3.7834651896016465,0,0,0,0,0,0.2,0
51,21,22,0,3,0,0,4,0,0,0,0,0,2,5,11,3,2,2,0,0,0,1,4.500377547641746,0,0,0,0,0,0.1568627450980392,1
15,7,0,0,1,0,0,2,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,3.640223928941851,0,0,0,0,0,0.26666666666666666,0
22,7,7,0,1,0,0,3,0,0,0,0,0,0,4,0,2,0,1,0,0,0,1,4.152391277629865,0,0,0,0,0,0.22727272727272727,1
24,16,0,0,2,0,0,2,0,0,0,0,0,0,8,3,3,1,0,0,0,0,1,3.772055208874201,0,0,0,0,0,0.20833333333333334,0
22,14,0,0,2,0,0,2,0,0,0,0,0,0,6,3,3,1,0,0,0,0,1,3.7887549139935026,0,0,0,0,0,0.22727272727272727,0
64,29,27,0,2,1,0,6,0,0,0,0,0,0,15,9,3,1,3,0,0,0,1,4.590924852072124,0,0,0,0,0,0.15625,1
173,15,108,41,2,1,2,7,1,3,0,2,0,19,6,4,3,1,5,3,0,0,1,5.5596856363930645,0,0,0,0,0,0.12138728323699421,1
59,16,35,0,2,1,0,5,0,0,0,0,0,0,6,5,3,1,3,0,0,0,1,4.2030907793652155,0,0,0,0,0,0.15254237288135594,1
20,12,0,0,2,0,0,2,0,0,0,0,0,0,4,3,3,1,0,0,0,0,1,3.2841837197791888,0,0,0,0,0,0.25,0
48,11,4,0,3,0,0,4,0,0,1,0,0,0,7,0,3,0,1,0,0,0,1,4.1811275426950285,0,0,0,0,0,0.20833333333333334,1
38,29,1,0,2,0,0,3,0,0,0,0,0,0,6,18,3,1,0,0,0,0,1,4.253863368422076,1,0,0,0,0,0.15789473684210525,1
51,21,22,0,3,0,0,4,0,0,0,0,0,3,5,11,3,2,2,0,0,0,1,4.431558429909845,0,0,0,0,0,0.1568627450980392,1
24,16,0,0,2,0,0,2,0,0,0,0,0,0,8,3,3,1,0,0,0,0,1,3.772055208874201,0,0,0,0,0,0.20833333333333334,0
79,14,57,0,1,0,0,7,0,0,0,0,0,0,10,0,3,0,5,0,0,0,1,4.598473952794304,0,0,0,0,0,0.11392405063291139,1
29,20,1,0,2,1,0,3,0,0,0,0,0,0,8,7,3,1,0,0,0,0,1,4.021268494903765,0,0,0,0,0,0.2413793103448276,1
24,16,0,0,2,0,0,2,0,0,0,0,0,0,8,3,3,1,0,0,0,0,1,3.4387218755408675,0,0,0,0,0,0.20833333333333334,0
130,15,64,42,2,1,0,6,1,3,0,2,0,8,6,4,3,1,4,3,0,0,1,5.19700384453372,0,0,0,0,0,0.13846153846153847,1
17,9,0,0,1,0,0,2,0,0,0,0,0,0,5,0,3,0,0,0,0,0,1,3.734521664779752,0,0,0,0,0,0.23529411764705882,0
84,15,61,0,2,0,0,6,0,0,0,0,0,3,6,4,3,1,4,0,0,0,1,4.915968988631798,0,0,0,0,0,0.10714285714285714,1
22,7,7,0,1,0,0,3,0,0,0,0,0,0,4,0,2,0,1,0,0,0,1,4.061482186720775,0,0,0,0,0,0.22727272727272727,1
208,20,180,0,2,0,9,6,0,0,0,0,0,35,12,3,3,1,4,0,0,0,1,5.726784856204802,0,0,0,0,0,0.08653846153846154,1
20,12,0,0,2,0,0,2,0,0,0,0,0,0,4,3,3,1,0,0,0,0,1,3.5464393446710156,0,0,0,0,0,0.25,0
20,5,7,0,1,0,0,3,0,0,0,0,0,1,2,0,2,0,1,0,0,0,1,3.884183719779189,0,0,0,0,0,0.25,1
31,11,12,0,1,0,0,3,0,0,0,0,0,1,7,0,3,0,1,0,0,0,1,3.990509117453738,0,0,0,0,0,0.16129032258064516,1
18,10,0,0,1,0,0,2,0,0,0,0,0,0,6,0,3,0,0,0,0,0,1,3.4613201402110083,0,0,0,0,0,0.2222222222222222,0
26,17,1,0,2,0,0,3,0,0,0,0,0,0,6,6,3,1,0,0,0,0,1,3.7962176025900556,0,0,0,0,0,0.23076923076923078,1
22,14,0,0,2,0,0,2,0,0,0,0,0,0,6,3,3,1,0,0,0,0,1,3.6978458230844122,0,0,0,0,0,0.22727272727272727,0
26,17,1,0,2,0,0,3,0,0,0,0,0,0,6,6,3,1,0,0,0,0,1,4.056020968057881,0,0,0,0,0,0.23076923076923078,1
83,24,26,24,2,0,0,7,1,1,0,0,0,19,14,5,3,1,5,1,0,0,1,4.859491841686433,1,0,0,0,0,0.14457831325301204,1
167,15,108,35,2,7,0,7,1,3,0,2,0,17,6,4,3,1,5,3,0,0,1,5.470330622419053,0,0,0,0,0,0.1377245508982036,1
23,15,0,0,2,0,0,2,0,0,0,0,0,0,7,3,3,1,0,0,0,0,1,3.4970558484728045,0,0,0,0,0,0.21739130434782608,0
20,12,0,0,2,0,0,2,0,0,0,0,0,0,4,3,3,1,0,0,0,0,1,3.546439344671015,0,0,0,0,0,0.25,0
130,15,70,36,3,3,0,6,1,2,0,1,0,17,7,3,3,1,4,2,0,0,1,5.458342332009594,0,0,0,0,0,0.13076923076923078,1
16,8,0,0,1,0,0,2,0,0,0,0,0,0,4,0,3,0,0,0,0,0,1,3.75,0,0,0,0,0,0.25,0
26,18,0,0,2,0,0,2,0,0,0,0,0,0,10,3,3,1,0,0,0,0,1,3.8731406795131327,0,0,0,0,0,0.19230769230769232,0
25,9,8,0,1,0,0,3,0,0,0,0,0,0,6,0,2,0,1,0,0,0,1,3.6390795706241743,0,0,0,0,0,0.2,1
39,30,1,0,2,0,0,3,0,0,0,0,0,0,11,14,3,1,0,0,0,0,1,4.246188756990946,0,0,0,0,0,0.15384615384615385,1
21,13,0,0,2,0,0,2,0,0,0,0,0,0,5,3,3,1,0,0,0,0,1,3.784941827437642,0,0,0,0,0,0.23809523809523808,0
29,20,1,0,2,0,0,3,0,0,0,0,0,0,6,9,3,1,0,0,0,0,1,4.090234012145144,0,0,0,0,0,0.20689655172413793,1
22,6,8,0,1,0,0,3,0,0,0,0,0,1,3,0,2,0,1,0,0,0,1,3.8453509366224354,0,0,0,0,0,0.22727272727272727,1
29,20,1,0,2,0,0,3,0,0,0,0,0,0,6,9,3,1,0,0,0,0,1,3.8404025467025056,0,0,0,0,0,0.20689655172413793,1
37,28,1,0,2,3,0,3,0,0,0,0,0,6,3,20,3,1,0,0,0,0,1,4.5199999871336285,0,0,0,0,0,0.24324324324324326,1
22,6,8,0,1,0,0,3,0,0,0,0,0,2,3,0,2,0,1,0,0,0,1,4.027169118440616,0,0,0,0,0,0.22727272727272727,1
19,11,0,0,1,0,0,2,0,0,0,0,0,0,7,0,3,0,0,0,0,0,1,3.8268748818646365,0,0,0,0,0,0.21052631578947367,0
23,8,7,0,2,0,0,3,0,0,0,0,0,1,3,1,2,1,1,0,0,0,1,4.0559581516151235,0,0,0,0,0,0.2608695652173913,1
46,15,23,0,2,0,0,3,0,0,0,0,0,0,7,3,3,1,1,0,0,0,1,4.311074184082723,0,0,0,0,0,0.13043478260869565,1
34,16,10,0,2,0,0,4,0,0,0,0,0,0,6,6,2,1,1,0,0,0,1,3.6427741506984646,0,0,0,0,0,0.20588235294117646,1
31,22,1,0,2,0,0,3,0,0,0,0,0,5,6,11,3,1,0,0,0,0,1,4.324848729602135,0,0,0,0,0,0.1935483870967742,1
62,43,11,0,3,1,0,3,0,0,0,0,0,19,2,36,3,1,1,0,0,0,1,4.625105536291582,0,0,0,0,0,0.12903225806451613,1
17,9,0,0,1,0,0,2,0,0,0,0,0,0,5,0,3,0,0,0,0,0,1,3.337175341123077,0,0,0,0,0,0.23529411764705882,0
18,10,0,0,1,0,0,2,0,0,0,0,0,0,6,0,3,0,0,0,0,0,1,3.7254805569978675,0,0,0,0,0,0.2222222222222222,0
18,10,0,0,1,0,0,2,0,0,0,0,0,0,6,0,3,0,0,0,0,0,1,3.419381945646371,0,0,0,0,0,0.2222222222222222,0
103,28,12,54,3,1,0,4,1,3,0,2,0,27,11,12,3,2,2,3,0,0,1,4.950325649693138,1,0,0,0,0,0.14563106796116504,1
175,15,108,43,2,2,3,7,1,3,0,2,0,15,6,4,3,1,5,3,0,0,1,5.642198556250511,0,0,0,0,0,0.13142857142857142,1
23,15,0,0,2,0,0,2,0,0,0,0,0,0,7,3,3,1,0,0,0,0,1,3.7950885863977324,0,0,0,0,0,0.21739130434782608,0
83,74,1,0,3,0,0,3,0,0,0,0,0,15,4,64,4,2,0,0,0,0,1,4.847712250979354,0,0,0,0,0,0.08433734939759036,1
22,6,8,0,1,0,0,3,0,0,0,0,0,3,3,0,2,0,1,0,0,0,1,3.8453509366224354,0,0,0,0,0,0.22727272727272727,1
20,5,7,0,1,0,0,3,0,0,0,0,0,1,2,0,2,0,1,0,0,0,1,3.7841837197791888,0,0,0,0,0,0.25,1
19,11,0,0,1,0,0,2,0,0,0,0,0,0,7,0,3,0,0,0,0,0,1,3.6818808028034016,0,0,0,0,0,0.21052631578947367,0
75,24,1,41,2,1,0,3,1,2,0,1,0,23,16,3,3,1,0,2,0,0,1,4.860215984974626,0,0,0,0,0,0.14666666666666667,1
84,15,61,0,2,2,1,6,0,0,0,0,0,8,6,4,3,1,4,0,0,0,1,5.119771553855177,0,0,0,0,0,0.14285714285714285,1
27,4,15,0,1,0,0,3,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,3.95822916866988,0,0,0,0,0,0.18518518518518517,1
190,15,108,58,3,2,4,7,1,4,0,3,0,17,6,4,3,1,5,4,0,0,1,5.492636793743526,0,0,0,0,0,0.14736842105263157,1
42,33,1,0,2,0,0,3,0,0,0,0,0,0,6,22,3,1,0,0,0,0,1,4.121267946939376,0,0,0,0,0,0.14285714285714285,1
26,18,0,0,1,0,0,2,0,0,0,0,0,0,14,0,3,0,0,0,0,0,1,3.7192945256669785,0,0,0,0,0,0.15384615384615385,0
26,18,0,0,2,0,0,2,0,0,0,0,0,0,8,5,3,1,0,0,0,0,1,4.056020968057881,0,0,0,0,0,0.19230769230769232,0
29,20,1,0,2,1,0,3,0,0,0,0,0,0,8,8,2,1,0,0,0,0,1,3.952302977662386,0,0,0,0,0,0.2413793103448276,1
21,6,7,0,1,1,0,3,0,0,0,0,0,0,3,0,2,0,1,0,0,0,1,3.8442328987631913,0,0,0,0,0,0.2857142857142857,1
22,7,7,0,1,0,0,3,0,0,0,0,0,1,4,0,2,0,1,0,0,0,1,4.152391277629865,0,0,0,0,0,0.22727272727272727,1
20,12,0,0,2,0,0,2,0,0,0,0,0,0,4,3,3,1,0,0,0,0,1,3.646439344671015,0,0,0,0,0,0.25,0
33,15,10,0,3,0,0,3,0,0,0,0,0,1,9,1,3,1,1,0,0,0,1,3.98319563424773,1,0,0,0,0,0.21212121212121213,1
21,13,0,0,2,0,0,2,0,0,0,0,0,0,6,3,2,1,0,0,0,0,1,3.1728107335198645,0,0,0,0,0,0.23809523809523808,0
22,14,0,0,2,0,0,2,0,0,0,0,0,0,6,3,3,1,0,0,0,0,1,3.879664004902593,0,0,0,0,0,0.22727272727272727,0
40,21,11,0,2,1,0,5,0,0,0,0,0,0,10,6,3,1,2,0,0,0,1,4.425070520364182,0,0,0,0,0,0.225,1
22,14,0,0,1,0,0,2,0,0,0,0,0,0,10,0,3,0,0,0,0,0,1,3.6978458230844122,0,0,0,0,0,0.18181818181818182,0
20,12,0,0,2,0,0,2,0,0,0,0,0,0,4,3,3,1,0,0,0,0,1,3.5219280948873624,0,0,0,0,0,0.25,0
22,14,0,0,2,0,0,2,0,0,0,0,0,0,6,3,3,1,0,0,0,0,1,3.788754913993503,0,0,0,0,0,0.22727272727272727,0
20,6,6,0,1,0,0,3,0,0,0,0,0,1,3,0,2,0,1,0,0,0,1,3.7841837197791888,0,0,0,0,0,0.25,1
24,16,0,0,2,0,0,2,0,0,0,0,0,0,8,3,3,1,0,0,0,0,1,3.886842188131012,0,0,0,0,0,0.20833333333333334,0
40,25,1,5,2,0,0,3,1,0,0,0,0,1,18,0,6,0,0,1,0,0,1,4.265311532225102,0,0,0,0,0,0.175,1
22,14,0,0,2,0,0,2,0,0,0,0,0,0,6,3,3,1,0,0,0,0,1,3.538310595615006,0,0,0,0,0,0.22727272727272727,0
35,9,18,0,1,0,0,3,0,0,0,0,0,4,5,0,3,0,1,0,0,0,1,4.650571945454579,0,0,0,0,0,0.14285714285714285,1
